,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
910,JEEP,Cherokee 4WD,A-9,2.0L,4cyl,24,21,29,"$2,000",5,"['T', 'SS']",2021
911,JEEP,Cherokee 4WD,A-9,2.4L,4cyl,24,21,29,"$2,000",5,['SS'],2021
912,JEEP,Cherokee 4WD,A-9,3.2L,6cyl,22,19,27,"$2,150",4,['SS'],2021
913,JEEP,Cherokee 4WD Active Drive II,A-9,2.0L,4cyl,23,20,27,"$2,050",5,"['T', 'SS']",2021
914,JEEP,Cherokee 4WD Active Drive II,A-9,3.2L,6cyl,21,18,26,"$2,250",4,['SS'],2021
915,JEEP,Cherokee Trailhawk 4WD,A-9,3.2L,6cyl,21,18,24,"$2,250",4,['SS'],2021
916,JEEP,Compass 4WD,A-9,2.4L,4cyl,25,22,30,"$1,900",5,['SS'],2021
917,JEEP,Renegade 4WD,A-9,1.3L,4cyl,26,23,29,"$1,850",5,"['T', 'SS']",2021
918,JEEP,Renegade 4WD,A-9,2.4L,4cyl,24,21,29,"$2,000",5,[],2021
919,JEEP,Renegade Trailhawk 4WD,A-9,1.3L,4cyl,24,22,27,"$2,000",5,"['T', 'SS']",2021
920,JEEP,Wrangler 2dr 4WD,A-8,2.0L,4cyl,23,22,24,"$2,050",5,"['T', 'SS']",2021
921,JEEP,Wrangler 2dr 4WD,A-8,3.6L,6cyl,21,20,24,"$2,250",4,"['MHEV', 'SS']",2021
922,JEEP,Wrangler 2dr 4WD,A-8,3.6L,6cyl,20,18,23,"$2,400",4,['SS'],2021
923,JEEP,Wrangler 2dr 4WD,M-6,3.6L,6cyl,20,17,25,"$2,400",4,['SS'],2021
924,JEEP,Wrangler 4dr 4WD,A-8,2.0L,4cyl,22,21,24,"$2,150",4,"['T', 'SS']",2021
925,JEEP,Wrangler 4dr 4WD,A-8,3.6L,6cyl,21,19,24,"$2,250",4,"['MHEV', 'SS']",2021
926,JEEP,Wrangler 4dr 4WD,A-8,3.6L,6cyl,20,18,22,"$2,400",4,['SS'],2021
927,JEEP,Wrangler 4dr 4WD,M-6,3.6L,6cyl,19,17,23,"$2,500",3,['SS'],2021
928,JEEP,Wrangler 4dr 4WD,A-8,6.4L,8cyl,14,13,17,"$4,350",1,"['P', 'C.', 'D.']",2021
929,JEEP,Wrangler 4dr EcoDiesel 4WD,A-8,3.0L,6cyl,25,22,29,"$2,200",4,"['D', 'T', 'SS']",2021
930,JEEP,Wrangler Rubic 4dr EcoDiesel 4WD,A-8,3.0L,6cyl,23,21,26,"$2,350",4,"['D', 'T', 'SS']",2021
931,KIA,Seltos AWD,AM-S7,1.6L,4cyl,27,25,30,"$1,750",6,"['T', 'SS']",2021
932,KIA,Seltos AWD,AV-S8,2.0L,4cyl,29,27,31,"$1,650",6,['SS'],2021
933,KIA,Sorento AWD,A-S8,2.5L,4cyl,24,23,25,"$2,000",5,['SS'],2021
934,KIA,Sorento AWD,AM-S8,2.5L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2021
935,KIA,Sportage AWD,A-S6,2.0L,4cyl,21,19,24,"$2,250",4,['T'],2021
936,KIA,Sportage AWD,A-S6,2.4L,4cyl,23,21,25,"$2,050",5,[],2021
937,KIA,Telluride AWD,A-S8,3.8L,6cyl,21,19,24,"$2,250",4,['SS'],2021
938,LAND ROVER,Discovery Sport,A-S9,2.0L,4cyl,20,19,23,"$3,050",4,"['P', 'T', 'SS']",2021
939,LAND ROVER,Evoque,A-S9,2.0L,4cyl,22,20,27,"$2,800",4,"['P', 'T', 'SS']",2021
940,LAND ROVER,Range Rover Velar,A-S8,2.0L,4cyl,23,20,26,"$2,650",5,"['P', 'T', 'SS']",2021
941,LAND ROVER,Range Rover Velar,A-S8,5.0L,8cyl,17,15,20,"$3,600",3,"['P', 'S', 'SS']",2021
942,LAND ROVER,Range Rover Velar P340 MHEV,A-S8,3.0L,6cyl,22,20,26,"$2,800",4,"['P', 'T', 'MHEV', 'SS']",2021
943,LAND ROVER,Range Rover Velar P400 MHEV,A-S8,3.0L,6cyl,21,19,25,"$2,900",4,"['P', 'T', 'MHEV', 'SS']",2021
944,LEXUS,NX 300 AWD,A-S6,2.0L,4cyl,24,22,28,"$2,550",5,"['PR', 'T']",2021
945,LEXUS,NX 300 AWD F Sport,A-S6,2.0L,4cyl,24,22,27,"$2,550",5,"['PR', 'T']",2021
946,LEXUS,NX 300h AWD,AV-S6,2.5L,4cyl,31,33,30,"$1,550",7,"['HEV', 'SS']",2021
947,LEXUS,RX 350 AWD,A-S8,3.5L,6cyl,22,19,26,"$2,150",4,[],2021
948,LEXUS,RX 350 L AWD,A-S8,3.5L,6cyl,21,18,25,"$2,250",4,[],2021
949,LINCOLN,Corsair AWD,A-S8,2.0L,4cyl,24,21,29,"$2,000",5,"['T', 'SS']",2021
950,LINCOLN,Corsair AWD,A-S8,2.3L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2021
951,LINCOLN,Nautilus AWD,A-8,2.0L,4cyl,22,20,25,"$2,150",4,"['T', 'SS']",2021
952,LINCOLN,Nautilus AWD,A-S8,2.0L,4cyl,22,20,25,"$2,150",4,"['T', 'SS']",2021
953,LINCOLN,Nautilus AWD,A-S8,2.7L,6cyl,21,19,25,"$2,250",4,"['T', 'SS']",2021
954,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,26,24,31,"$1,850",5,[],2021
955,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,26,24,31,"$1,850",5,"['C.', 'D.']",2021
956,MAZDA,CX-30 4WD,A-S6,2.5L,4cyl,25,22,30,"$1,900",5,['T'],2021
957,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,26,24,30,"$1,850",5,"['C.', 'D.']",2021
958,MAZDA,CX-5 4WD,A-S6,2.5L,4cyl,24,22,27,"$2,000",5,['T'],2021
959,MAZDA,CX-9 4WD,A-S6,2.5L,4cyl,23,20,26,"$2,050",5,['T'],2021
960,MERCEDES-BENZ,AMG GLC43 4matic,A-9,3.0L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2021
961,MERCEDES-BENZ,AMG GLC43 4matic Coupe,A-9,3.0L,6cyl,20,17,24,"$3,050",4,"['PR', 'T', 'SS']",2021
962,MERCEDES-BENZ,AMG GLC63 4matic Plus,A-9,4.0L,8cyl,17,15,22,"$3,600",3,"['PR', 'T', 'SS']",2021
963,MERCEDES-BENZ,AMG GLC63 4matic Plus Coupe,A-9,4.0L,8cyl,17,15,22,"$3,600",3,"['PR', 'T', 'SS']",2021
964,MERCEDES-BENZ,AMG GLC63 S 4matic Plus Coupe,A-9,4.0L,8cyl,17,15,22,"$3,600",3,"['PR', 'T', 'SS']",2021
965,MERCEDES-BENZ,GLA250 4matic,AM-8,2.0L,4cyl,27,24,33,"$2,250",6,"['PR', 'T', 'SS']",2021
966,MERCEDES-BENZ,GLB250 4matic,AM-8,2.0L,4cyl,26,23,30,"$2,350",5,"['PR', 'T', 'SS']",2021
967,MERCEDES-BENZ,GLC300 4matic,A-9,2.0L,4cyl,23,21,28,"$2,650",5,"['PR', 'T', 'SS']",2021
968,MERCEDES-BENZ,GLC300 4matic Coupe,A-9,2.0L,4cyl,24,22,28,"$2,550",5,"['PR', 'T', 'SS']",2021
969,MERCEDES-BENZ,GLE350,A-9,2.0L,4cyl,22,19,26,"$2,800",4,"['PR', 'T', 'SS']",2021
970,MERCEDES-BENZ,GLE350 4matic,A-9,2.0L,4cyl,22,19,26,"$2,800",4,"['PR', 'T', 'SS']",2021
971,MERCEDES-BENZ,Outlander Sport 4WD,AV-S6,2.0L,4cyl,26,23,29,"$1,850",5,[],2021
972,MERCEDES-BENZ,Outlander Sport 4WD,AV-S6,2.4L,4cyl,25,23,28,"$1,900",5,[],2021
973,NISSAN,Rogue AWD,AV-S8,1.5L,3cyl,33,30,36,"$1,450",7,['T'],2021
974,NISSAN,Rogue AWD,AV-S8,2.5L,4cyl,29,26,33,"$1,650",6,[],2021
975,NISSAN,Rogue AWD SV/SL/Platinum,AV-S8,2.5L,4cyl,28,25,32,"$1,700",6,[],2021
976,NISSAN,Rogue AWD SL/Platinum,AV-S8,1.5L,3cyl,32,29,35,"$1,500",7,['T'],2021
977,PORSCHE,Macan,AM-S7,2.0L,4cyl,21,19,23,"$2,900",4,"['P', 'T', 'SS']",2021
978,PORSCHE,Macan GTS,AM-S7,2.9L,6cyl,19,17,22,"$3,200",3,"['PR', 'T', 'SS']",2021
979,PORSCHE,Macan S,AM-S7,3.0L,6cyl,20,18,24,"$3,050",4,"['PR', 'T', 'SS']",2021
980,PORSCHE,Macan Turbo,AM-S7,2.9L,6cyl,19,17,21,"$3,200",3,"['PR', 'T', 'SS']",2021
981,SUBARU,Crosstrek AWD,AV-S8,2.0L,4cyl,30,28,33,"$1,600",6,['SS'],2021
982,SUBARU,Crosstrek AWD,M-6,2.0L,4cyl,25,22,29,"$1,900",5,[],2021
983,SUBARU,Crosstrek AWD,AV-S8,2.5L,4cyl,29,27,34,"$1,650",6,['SS'],2021
984,SUBARU,Forester AWD,AV-S7,2.5L,4cyl,29,26,33,"$1,650",6,['SS'],2021
985,SUBARU,Outback AWD,AV-S8,2.4L,4cyl,26,23,30,"$1,850",5,"['T', 'SS']",2021
986,SUBARU,Outback AWD,AV-S8,2.5L,4cyl,29,26,33,"$1,650",6,['SS'],2021
987,TOYOTA,Highlander AWD,A-S8,3.5L,6cyl,23,20,27,"$2,050",5,['SS'],2021
988,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,29,27,33,"$1,650",6,['SS'],2021
989,TOYOTA,RAV4 AWD,A-S8,2.5L,4cyl,28,25,33,"$1,700",6,[],2021
990,TOYOTA,RAV4 AWD LE,A-S8,2.5L,4cyl,30,27,34,"$1,600",6,['SS'],2021
991,TOYOTA,RAV4 AWD TRD OFFROAD,A-S8,2.5L,4cyl,28,25,32,"$1,700",6,[],2021
992,TOYOTA,RAV4 Hybrid AWD,AV-S6,2.5L,4cyl,40,41,38,"$1,200",8,"['HEV', 'SS']",2021
993,TOYOTA,Venza AWD,AV-S6,2.5L,4cyl,39,40,37,"$1,200",8,"['HEV', 'SS']",2021
994,VOLKSWAGEN,Atlas 4motion,A-S8,2.0L,4cyl,22,20,24,"$2,150",4,"['T', 'SS']",2021
995,VOLKSWAGEN,Atlas Cross Sport 4motion,A-S8,2.0L,4cyl,22,20,24,"$2,150",4,"['T', 'SS']",2021
996,VOLKSWAGEN,Atlas Cross Sport 4motion,A-S8,3.6L,6cyl,19,17,23,"$2,500",3,['SS'],2021
997,VOLKSWAGEN,Tiguan 4motion,A-S8,2.0L,4cyl,24,21,27,"$2,000",5,"['T', 'SS']",2021
998,VOLVO,XC40 AWD,A-S8,2.0L,4cyl,25,22,30,"$2,450",5,"['PR', 'T', 'SS']",2021
999,VOLVO,XC60 AWD,A-S8,2.0L,4cyl,24,21,28,"$2,550",5,"['PR', 'T', 'SS']",2021
1000,VOLVO,XC60 AWD,A-S8,2.0L,4cyl,23,20,27,"$2,650",5,"['PR', 'T', 'S', 'SS']",2021
1001,BMW,X5 sDrive40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2021
1002,BMW,X6 sDrive40i,A-S8,3.0L,6cyl,23,21,26,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2021
1003,BUICK,Enclave FWD,A-9,3.6L,6cyl,21,18,26,"$2,250",4,['SS'],2021
1004,CADILLAC,Escalade 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2021
1005,CADILLAC,Escalade 2WD,A-10,6.2L,8cyl,17,15,20,"$3,600",3,"['PR', 'C.', 'D.', 'SS']",2021
1006,CADILLAC,Escalade 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",2,"['PR', 'C.', 'D.']",2021
1007,CHEVROLET,Suburban 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2021
1008,CHEVROLET,Suburban 2WD,A-10,5.3L,8cyl,18,16,20,"$2,650",3,"['C.', 'D.', 'SS']",2021
1009,CHEVROLET,Suburban 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
1010,CHEVROLET,Suburban 2WD,A-10,6.2L,8cyl,17,15,20,"$3,600",3,"['PR', 'C.', 'D.', 'SS']",2021
1011,CHEVROLET,Suburban 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",2,"['PR', 'C.', 'D.']",2021
1012,CHEVROLET,Tahoe 2WD,A-10,3.0L,6cyl,24,21,28,"$2,250",4,"['D', 'T', 'SS']",2021
1013,CHEVROLET,Tahoe 2WD,A-10,5.3L,8cyl,18,16,20,"$2,650",3,"['C.', 'D.', 'SS']",2021
1014,CHEVROLET,Tahoe 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
1015,CHEVROLET,Tahoe 2WD,A-10,6.2L,8cyl,17,15,20,"$3,600",3,"['PR', 'C.', 'D.', 'SS']",2021
1016,CHEVROLET,Tahoe 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",2,"['PR', 'C.', 'D.']",2021
1017,CHEVROLET,Traverse FWD,A-9,3.6L,6cyl,21,18,27,"$2,250",4,['SS'],2021
1018,DODGE,Durango RWD,A-8,3.6L,6cyl,21,19,26,"$2,250",4,['SS'],2021
1019,DODGE,Durango RWD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'C.', 'D.']",2021
1020,FORD,Expedition 2WD,A-S10,3.5L,6cyl,19,17,23,"$2,500",3,"['T', 'SS']",2021
1021,FORD,Expedition MAX 2WD,A-S10,3.5L,6cyl,19,17,23,"$2,500",3,"['T', 'SS']",2021
1022,FORD,Explorer HEV RWD,A-S10,3.3L,6cyl,27,27,28,"$1,750",6,"['HEV', 'SS']",2021
1023,FORD,Explorer RWD,A-10,2.3L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2021
1024,FORD,Explorer RWD,A-S10,2.3L,4cyl,24,21,28,"$2,000",5,"['T', 'SS']",2021
1025,FORD,Explorer RWD,A-S10,3.0L,6cyl,21,18,26,"$2,250",4,"['T', 'SS']",2021
1026,GMC,Acadia FWD,A-9,2.0L,4cyl,25,22,29,"$1,900",5,"['T', 'C.', 'D.', 'SS']",2021
1027,GMC,Acadia FWD,A-9,2.5L,4cyl,23,21,27,"$2,050",5,[],2021
1028,GMC,Acadia FWD,A-9,3.6L,6cyl,22,19,27,"$2,150",4,"['C.', 'D.', 'SS']",2021
1029,GMC,Yukon 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2021
1030,GMC,Yukon 2WD,A-10,5.3L,8cyl,18,16,20,"$2,650",3,"['C.', 'D.', 'SS']",2021
1031,GMC,Yukon 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
1032,GMC,Yukon 2WD,A-10,6.2L,8cyl,17,15,20,"$3,600",3,"['PR', 'C.', 'D.', 'SS']",2021
1033,GMC,Yukon 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",2,"['PR', 'C.', 'D.']",2021
1034,GMC,Yukon XL 2WD,A-10,3.0L,6cyl,23,21,27,"$2,350",4,"['D', 'T', 'SS']",2021
1035,GMC,Yukon XL 2WD,A-10,5.3L,8cyl,18,16,20,"$2,650",3,"['C.', 'D.', 'SS']",2021
1036,GMC,Yukon XL 2WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
1037,GMC,Yukon XL 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",2,"['PR', 'C.', 'D.', 'SS']",2021
1038,GMC,Yukon XL 2WD,A-10,6.2L,8cyl,16,14,20,"$3,800",2,"['PR', 'C.', 'D.']",2021
1039,HYUNDAI,Palisade FWD,A-S8,3.8L,6cyl,22,19,26,"$2,150",4,[],2021
1040,INFINITI,QX80 2WD,A-S7,5.6L,8cyl,16,14,20,"$3,800",2,['PR'],2021
1041,JEEP,Grand Cherokee 2WD,A-8,3.6L,6cyl,21,19,26,"$2,250",4,['SS'],2021
1042,JEEP,Grand Cherokee L 2WD,A-8,3.6L,6cyl,21,19,26,"$2,250",4,[],2021
1043,LINCOLN,Aviator RWD,A-S10,3.0L,6cyl,21,18,26,"$2,250",4,"['T', 'SS']",2021
1044,LINCOLN,Navigator 2WD,A-S10,3.5L,6cyl,18,16,22,"$2,650",3,"['T', 'SS']",2021
1045,LINCOLN,Navigator L 2WD,A-S10,3.5L,6cyl,18,16,21,"$2,650",3,"['T', 'SS']",2021
1046,NISSAN,Armada 2WD,A-S7,5.6L,8cyl,16,14,19,"$3,800",2,['P'],2021
1047,TOYOTA,4Runner 2WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,[],2021
1048,TOYOTA,Sequoia 2WD,A-S6,5.7L,8cyl,15,13,17,"$3,150",2,[],2021
1049,VOLVO,XC90 FWD,A-S8,2.0L,4cyl,25,21,30,"$2,450",5,"['PR', 'T', 'SS']",2021
1050,ASTON MARTIN,DBX V8,A-9,4.0L,8cyl,15,14,18,"$4,100",2,"['P', 'T', 'C.', 'D.']",2021
1051,AUDI,Q7,A-S8,2.0L,4cyl,21,19,23,"$2,900",4,"['P', 'T', 'SS']",2021
1052,AUDI,Q7,A-S8,3.0L,6cyl,20,18,23,"$3,050",4,"['P', 'T', 'MHEV', 'SS']",2021
1053,AUDI,Q8,A-S8,3.0L,6cyl,20,18,23,"$3,050",4,"['P', 'T', 'MHEV', 'SS']",2021
1054,AUDI,RS Q8,A-S8,4.0L,8cyl,15,13,19,"$4,100",2,"['P', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
1055,AUDI,SQ7,A-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'C.', 'D.', 'SS']",2021
1056,AUDI,SQ8,A-S8,4.0L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'C.', 'D.', 'SS']",2021
1057,AUDI,Bentayga,A-S8,4.0L,8cyl,18,15,24,"$3,400",3,"['P', 'T', 'C.', 'D.', 'SS']",2021
1058,AUDI,Bentayga,A-S8,6.0L,12cyl,14,12,18,"$4,350",1,"['P', 'T', 'C.', 'D.', 'SS']",2021
1059,BMW,Alpina XB7,A-S8,4.4L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'SS']",2021
1060,BMW,X5 M,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2021
1061,BMW,X5 M Competition,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2021
1062,BMW,X5 M50i,A-S8,4.4L,8cyl,18,16,22,"$3,400",3,"['P', 'T', 'SS']",2021
1063,BMW,X5 xDrive40i,A-S8,3.0L,6cyl,23,21,25,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2021
1064,BMW,X6 M,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2021
1065,BMW,X6 M Competition,A-S8,4.4L,8cyl,15,13,18,"$4,100",2,"['P', 'T', 'SS']",2021
1066,BMW,X6 M50i,A-S8,4.4L,8cyl,18,16,22,"$3,400",3,"['P', 'T', 'SS']",2021
1067,BMW,X6 xDrive40i,A-S8,3.0L,6cyl,23,21,25,"$2,650",5,"['P', 'T', 'MHEV', 'SS']",2021
1068,BMW,X7 M50i,A-S8,4.4L,8cyl,17,15,21,"$3,600",3,"['P', 'T', 'SS']",2021
1069,BMW,X7 xDrive40i,A-S8,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'MHEV', 'SS']",2021
1070,BUICK,Enclave AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,['SS'],2021
1071,CADILLAC,Escalade 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2021
1072,CADILLAC,Escalade 4WD,A-10,6.2L,8cyl,16,14,19,"$3,800",2,"['PR', 'C.', 'D.', 'SS']",2021
1073,CADILLAC,Escalade 4WD,A-10,6.2L,8cyl,16,13,19,"$3,800",2,"['PR', 'C.', 'D.']",2021
1074,CHEVROLET,Suburban 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2021
1075,CHEVROLET,Suburban 4WD,A-10,5.3L,8cyl,17,15,19,"$2,800",3,"['C.', 'D.', 'SS']",2021
1076,CHEVROLET,Suburban 4WD,A-10,5.3L,8cyl,16,15,19,"$2,950",2,"['C.', 'D.']",2021
1077,CHEVROLET,Suburban 4WD,A-10,6.2L,8cyl,16,14,19,"$3,800",2,"['PR', 'C.', 'D.', 'SS']",2021
1078,CHEVROLET,Suburban 4WD,A-10,6.2L,8cyl,16,13,19,"$3,800",2,"['PR', 'C.', 'D.']",2021
1079,CHEVROLET,Tahoe 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2021
1080,CHEVROLET,Tahoe 4WD,A-10,5.3L,8cyl,18,16,20,"$2,650",3,"['C.', 'D.', 'SS']",2021
1081,CHEVROLET,Tahoe 4WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
1082,CHEVROLET,Tahoe 4WD,A-10,6.2L,8cyl,16,14,19,"$3,800",2,"['PR', 'C.', 'D.', 'SS']",2021
1083,CHEVROLET,Tahoe 4WD,A-10,6.2L,8cyl,16,13,19,"$3,800",2,"['PR', 'C.', 'D.']",2021
1084,CHEVROLET,Traverse AWD,A-9,3.6L,6cyl,20,17,25,"$2,400",4,['SS'],2021
1085,DODGE,Durango AWD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,['SS'],2021
1086,DODGE,Durango AWD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'C.', 'D.']",2021
1087,DODGE,Durango SRT AWD,A-8,6.2L,8cyl,13,12,17,"$4,700",1,"['P', 'S']",2021
1088,DODGE,Durango SRT AWD,A-8,6.4L,8cyl,15,13,19,"$4,100",2,"['P', 'C.', 'D.']",2021
1089,FORD,Expedition 4WD,A-S10,3.5L,6cyl,19,17,22,"$2,500",3,"['T', 'PT4', 'SS']",2021
1090,FORD,Expedition MAX 4WD,A-S10,3.5L,6cyl,18,16,21,"$2,650",3,"['T', 'PT4', 'SS']",2021
1091,FORD,Explorer AWD,A-10,2.3L,4cyl,23,20,27,"$2,050",5,"['T', 'PT4', 'SS']",2021
1092,FORD,Explorer AWD,A-S10,2.3L,4cyl,23,20,27,"$2,050",5,"['T', 'PT4', 'SS']",2021
1093,FORD,Explorer AWD,A-S10,3.0L,6cyl,20,18,24,"$2,400",4,"['T', 'PT4', 'SS']",2021
1094,FORD,Explorer FFV AWD,A-S10,3.3L,6cyl,19,16,23,"$2,500",3,"['Gas', 'PT4']",2021
1095,FORD,Explorer HEV AWD,A-S10,3.3L,6cyl,25,23,26,"$1,900",5,"['PT4', 'HEV', 'SS']",2021
1096,FORD,Explorer Timberline AWD,A-S10,2.3L,4cyl,21,19,23,"$2,250",4,"['T', 'PT4', 'SS']",2021
1097,GENESIS,GV80 AWD,A-S8,2.5L,4cyl,22,21,25,"$2,800",4,"['P', 'T', 'SS']",2021
1098,GENESIS,GV80 AWD,A-S8,3.5L,6cyl,20,18,23,"$3,050",4,"['P', 'T', 'SS']",2021
1099,GMC,Acadia AWD,A-9,2.0L,4cyl,24,22,27,"$2,000",5,"['T', 'C.', 'D.', 'SS']",2021
1100,GMC,Acadia AWD,A-9,3.6L,6cyl,21,19,26,"$2,250",4,"['C.', 'D.', 'SS']",2021
1101,GMC,Yukon 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2021
1102,GMC,Yukon 4WD,A-10,5.3L,8cyl,18,16,20,"$2,650",3,"['C.', 'D.', 'SS']",2021
1103,GMC,Yukon 4WD,A-10,5.3L,8cyl,17,15,20,"$2,800",3,"['C.', 'D.']",2021
1104,GMC,Yukon 4WD,A-10,6.2L,8cyl,16,14,19,"$3,800",2,"['PR', 'C.', 'D.', 'SS']",2021
1105,GMC,Yukon 4WD,A-10,6.2L,8cyl,16,13,19,"$3,800",2,"['PR', 'C.', 'D.']",2021
1106,GMC,Yukon XL 4WD,A-10,3.0L,6cyl,22,20,26,"$2,500",4,"['D', 'T', 'SS']",2021
1107,GMC,Yukon XL 4WD,A-10,5.3L,8cyl,17,15,19,"$2,800",3,"['C.', 'D.', 'SS']",2021
1108,GMC,Yukon XL 4WD,A-10,5.3L,8cyl,16,15,19,"$2,950",2,"['C.', 'D.']",2021
1109,GMC,Yukon XL 4WD,A-10,6.2L,8cyl,16,14,19,"$3,800",2,"['PR', 'C.', 'D.', 'SS']",2021
1110,GMC,Yukon XL 4WD,A-10,6.2L,8cyl,16,13,19,"$3,800",2,"['PR', 'C.', 'D.']",2021
1111,HYUNDAI,Palisade AWD,A-S8,3.8L,6cyl,21,19,24,"$2,250",4,[],2021
1112,INFINITI,QX80 4WD,A-S7,5.6L,8cyl,15,13,19,"$4,100",2,['PR'],2021
1113,INFINITI,QX80 4WD,A-S7,5.6L,8cyl,15,13,19,"$4,100",2,"['PR', 'MDPV.']",2021
1114,JEEP,Grand Cherokee 4WD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,['SS'],2021
1115,JEEP,Grand Cherokee 4WD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'C.', 'D.']",2021
1116,JEEP,Grand Cherokee L 4WD,A-8,3.6L,6cyl,21,18,25,"$2,250",4,[],2021
1117,JEEP,Grand Cherokee L 4WD,A-8,5.7L,8cyl,17,14,22,"$3,300",3,"['Mid', 'C.', 'D.']",2021
1118,JEEP,Grand Cherokee SRT 4WD,A-8,6.4L,8cyl,15,13,19,"$4,100",2,"['P', 'C.', 'D.']",2021
1119,JEEP,Grand Cherokee Trackhawk 4WD,A-8,6.2L,8cyl,13,11,17,"$4,700",1,"['P', 'S']",2021
1120,LAMBORGHINI,Urus,A-S8,4.0L,8cyl,14,12,17,"$4,350",1,"['P', 'T', 'C.', 'D.', 'SS']",2021
1121,LAND ROVER,Defender 110,A-S8,2.0L,4cyl,18,17,20,"$3,400",3,"['P', 'T', 'SS']",2021
1122,LAND ROVER,Defender 110 MHEV,A-S8,3.0L,6cyl,19,17,22,"$3,200",3,"['P', 'T', 'MHEV', 'SS']",2021
1123,LAND ROVER,Defender 90,A-S8,2.0L,4cyl,19,18,21,"$3,200",3,"['P', 'T', 'SS']",2021
1124,LAND ROVER,Defender 90 MHEV,A-S8,3.0L,6cyl,19,17,22,"$3,200",3,"['P', 'T', 'MHEV', 'SS']",2021
1125,LAND ROVER,Discovery,A-S8,2.0L,4cyl,21,19,22,"$2,900",4,"['P', 'T', 'SS']",2021
1126,LAND ROVER,Discovery MHEV,A-S8,3.0L,6cyl,21,18,24,"$2,900",4,"['P', 'T', 'MHEV', 'SS']",2021
1127,LAND ROVER,Range Rover,A-S8,3.0L,6cyl,24,22,28,"$2,250",4,"['D', 'T', 'SS']",2021
1128,LAND ROVER,Range Rover,A-S8,5.0L,8cyl,18,16,21,"$3,400",3,"['P', 'S', 'SS']",2021
1129,LAND ROVER,Range Rover LWB,A-S8,5.0L,8cyl,18,16,21,"$3,400",3,"['P', 'S', 'SS']",2021
1130,LAND ROVER,Range Rover LWB SVA,A-S8,5.0L,8cyl,15,13,19,"$4,100",2,"['P', 'S', 'SS']",2021
1131,LAND ROVER,Range Rover MHEV,A-S8,3.0L,6cyl,20,18,23,"$3,050",4,"['P', 'T', 'MHEV', 'SS']",2021
